news, edge, error, cent, holiday, shake, hair, snakes, toad, window, space, cemetery, fang, chance, development, spy
0, 1, 1, 1, i, 1, -5336.121582, fffffff415a5fa0d, 0, 0, 6, value, -0.005859, 801, 0.000000, 385
0, 1, 1, 1, W, 0, -95.066895, ea0b5020358059fa, 1, -19, 40, cattle, -0.001953, 1417054, -0.235393, 1061
1, 0, 0, 0, V, 0, 755.692871, 1756a8191, 0, -7, 718, cracker, -69.355469, 11325, 0.000010, 0
1, 0, 1, 0, t, 0, 0.676270, 15a48550b, 1, 35, 7, minister, 0.003906, 1286353246642434, -0.000001, 5050
1, 1, 0, 0, 4, 1, 63.381348, fffffffff69f1d6e, 0, -1, 388, sidewalk, 17556.900391, 398427893034, -0.000000, 3
1, 1, 0, 0, W, 1, 32.392578, 376e32f390f7e994, 0, -7, 9, cherry, -256317.425781, 10408488747067, 233.994811, 100899
0, 0, 0, 1, X, 1, 161.055664, 732142cac39cd3, 1, -3, 14, debt, 1.000000, 22150, -2.020219, 883031
1, 0, 1, 0, i, 0, 7760.640137, fffffffffffff3f8, 1, -1, 140, park, -1483763.082031, 6051835, 1.786507, 78367449
0, 0, 0, 1, 3, 1, -393.165527, fffffffffffffece, 0, -8, 427, pet, -0.019531, 754877422, 0.000029, 424694
0, 1, 0, 1, j, 0, 0.000488, 3ea91738fd920a9, 1, 0, 23455, , -0.007812, 10669850889, -0.180034, 33809705
1, 0, 0, 0, 0, 0, 1.000000, 1e0da49a8cc7e8, 0, 2, 8, potato, 21.578125, 15033068049961, -0.029193, 1
1, 1, 0, 0, V, 1, 425521.281250, cac5091d60b7fc2, 1, -2, 454, grade, -406668.050781, 8882290880282228, 0.000789, 714071890
1, 1, 1, 1, 9, 1, 69327.671875, 15d3824725f17a, 0, -4, 3466, , -0.001953, 3569, 0.000000, 0
1, 0, 1, 1, M, 1, 35403.335938, a716c65a46, 0, -1, 29, park, -6945.730469, 54369543522, -0.000026, 105907346
1, 1, 0, 0, ~, 1, 1226.770996, 5, 0, 25, 21685, treatment, 877657.697266, 176195503263, -2.863008, 1
1, 1, 0, 1, }, 0, -5041.049316, cf862acb384, 0, -29, 3, friction, 22705.332031, 26863193604827444, -0.000277, 3872
1, 0, 0, 1, &, 0, -71154.687500, fff81f3c1ae9429e, 1, -7, 676, kitten, -24.695312, 874822652083816, -0.005087, 552755
1, 0, 1, 0, |, 0, -13.229980, 1e0da49a8cc7e8, 1, 2, 5, boot, -4.359375, 16, -3.055306, 1
1, 1, 1, 0, G, 1, -0.934082, fffffffffffffffc, 0, -73, 7669, condition, 0.021484, 11535254367644957, 0.000000, 3359761
1, 1, 1, 0, 6, 0, -22745.669922, 55fd, 0, 0, 104, base, 86673.736328, 14104389742, -0.000004, 430
1, 1, 0, 1, V, 1, 425521.281250, 0, 1, -2, 454, grade, -406668.050781, 222407, -6.565503, 714071890
0, 0, 0, 1, 7, 0, 0.007812, 1d869e, 0, 28, 1, hat, 70337.275391, 1, 0.001040, 5274518
0, 0, 0, 0, O, 1, 56332.070312, 4e1, 0, -2, 659, bath, 6.347656, 3476367489426889, -0.000412, 1378773
0, 1, 0, 1, Z, 0, 120.264648, 2aa84a6, 1, 43, 940, invention, 4506.917969, 66678566108, -0.000001, 608
1, 0, 0, 1, b, 1, -12622.477539, 26647b3, 0, -2, 3746, field, -0.189453, 309722058062556033, 0.000276, 1
0, 0, 1, 1, t, 1, 1254.171875, 172d0fd, 0, -1, 182, distance, -7.242188, 782780, 0.000003, 9804
1, 1, 1, 1, L, 0, -52364.070312, fffffffffffff3a0, 0, -3, 63032, money, -1033240.267578, 23, 0.001409, 5626480
1, 0, 0, 0, R, 1, -12622.477539, 4718081a75, 1, -2, 2, addition, 0.001953, 786907719162, 11.002703, 1
0, 0, 1, 1, s, 1, -0.054688, fffffe91f01bbfc6, 0, 24, 52, tax, -524831.128906, 3, 20.958801, 3934366
1, 1, 1, 1, n, 1, 0.005859, fffffffff665c7b1, 0, -1, 4, , -5046.472656, 6, -0.023012, 33809705
0, 1, 0, 1, f, 1, -112.585938, ffffffffed502f67, 1, -80, 23, interest, 4150.787109, 668606360772023, 0.003066, 66
1, 0, 0, 0, &, 0, -71154.687500, fffffffffffff8cd, 1, -7, 676, kitten, -24.695312, 874822652083816, 64.755136, 552755
0, 1, 1, 1, i, 1, -0.045410, 864621f9989f, 0, 62, 1159, plate, -0.001953, 420323459, -0.566223, 47052
0, 0, 0, 1, q, 0, -131031.125000, 1853844a0d653b53, 1, 36, 0, , 3.876953, 802995, -0.000010, 1022255931
0, 1, 1, 1, ^, 1, 27.702148, 35afd83162, 1, 3, 121, hate, 0.001953, 2009480, -0.000007, 2631324116
1, 0, 0, 0, P, 1, 254972.890625, fffffffffff93b79, 1, 1, 58, expansion, -156.152344, 4671357188304, -7.757708, 783339733
0, 1, 0, 1, 2, 0, -0.043457, ffffffffffa7bc53, 1, 0, 3455, addition, 7.250000, 15892, -0.000274, 430
0, 1, 1, 1, !, 0, 0.001953, fffffffffffffffd, 1, -3, 3, jelly, -5.740234, 65459604624354252, -0.000001, 2811371
0, 1, 0, 0, V, 0, 5053.317871, fffffffffffffffd, 1, -106, 3632, jelly, 31824.664062, 3, -2.542420, 500150
1, 1, 0, 0, }, 0, 0.005859, fc608c55e74471dc, 0, -24, 6, rule, -1026965.089844, 8004505, -0.000493, 19534964
0, 1, 1, 0, m, 1, 6.586426, 1, 0, -2, 11, price, 6.886719, 106, 193.639181, 11
1, 1, 1, 1, !, 0, 0.001953, fffffffffffffffd, 1, -3, 3318, jelly, -5.740234, 65459604624354252, -0.000001, 2811371
1, 0, 1, 0, 3, 0, -167899.937500, fffffffffffffffc, 0, 51, 1674, drum, -0.062500, 31488054789058, -0.000024, 952071
1, 0, 1, 0, %, 0, -15595.691406, 15a48550b, 0, 35, 165, cake, 27554.265625, 59569382359784, 0.202834, 5050
1, 1, 0, 1, S, 1, -0.003418, ffffffffffff1f3e, 0, 50, 969, beam, -1.816406, 10946303527639864461, -0.000041, 138
1, 0, 0, 0, {, 1, 0.848145, 1f382174, 0, -3, 7, chairs, 39.380859, 1502354649027300139, 0.000056, 7572456
1, 1, 1, 0, B, 0, 9892.563477, fffffffffffffffe, 1, -4, 18, front, -974.000000, 3221, -0.032144, 790829680
1, 1, 1, 1, H, 0, -0.773438, ffffffffcd3845ab, 0, 0, 217, join, 5.222656, 41299321721, 0.003492, 1139585
0, 1, 0, 1, ], 1, -0.001953, 1f0, 1, -4, 1507, mist, -0.001953, 6141882784, -26.834366, 50
1, 0, 1, 0, H, 0, 149.717773, ffffffffffffff22, 1, 124, 2, pipe, 2097.212891, 2, 0.001724, 344
1, 0, 0, 1, %, 0, 0.337402, ffffffffffffe1a7, 0, 0, 196, , 49.400391, 143896663167763485, 0.000053, 5
0, 1, 1, 0, c, 1, 30228.841797, ffffffffff7c41fd, 0, -15, 9, duck, 1723.601562, 135, -1.939242, 9491036
0, 1, 0, 1, 8, 1, 7760.640137, febef255537abdcd, 1, -1, 29, learning, -36.470703, 28315346793, -0.153567, 78367449
1, 1, 0, 0, u, 0, -65.678223, b706086a9f70fc, 1, 3, 59526, drain, 25.339844, 31700019761, -0.000034, 354
0, 0, 1, 1, @, 0, -153171.359375, 3451631309ce273, 0, -5, 2, rod, -178912.007812, 101972258109452578, 1.867964, 14588
0, 1, 1, 0, |, 0, -70.155762, 0, 0, 21, 85, payment, 0.062500, 4011226454513981161, -0.000610, 6475282
0, 1, 1, 0, -, 1, 0.062500, ffffffffe559eca3, 0, 40, 54, van, -0.013672, 14007872101, 24.521627, 3072242
0, 0, 0, 0, K, 0, 120.264648, 2aa84a6, 1, 43, 940, eye, 4506.917969, 19771583303704, -0.011945, 708
0, 0, 1, 1, P, 0, -0.106934, b913f4b0b31ccf41, 1, 0, 40, change, -0.009766, 72063, -0.000157, 0
0, 1, 1, 0, c, 1, -5.716797, fffe105a1e241156, 0, 8, 433, skin, 0.111328, 48048277902760823, -0.000000, 13509
0, 1, 1, 1, t, 1, 108.548828, ffddf272dae, 1, -1, 3592, base, 5866.876953, 16, -52.705009, 167618802
0, 0, 1, 1, (, 0, -4230.301270, e4, 1, -1, 11, , 494.914062, 73624812070004, 86.853170, 3
1, 0, 1, 1, >, 0, -9706.430664, a8c19d01f262e, 1, 5, 38, screw, -915645.214844, 168609893805483, 0.000001, 20810
0, 1, 0, 1, w, 0, 0.000977, ffe4ffdfbab6e090, 0, 43, 44, summer, -166.621094, 207, -0.001605, 160285
1, 0, 0, 0, Y, 0, -0.089844, 211, 1, 2, 28517, payment, 393.861328, 155724675, 0.621987, 92582
1, 0, 1, 1, >, 1, -1685.054688, 10088b3, 1, 1, 6256, sky, 0.044922, 0, 0.000010, 1764297699
0, 0, 1, 1, Z, 0, 4.678223, fffffffffffffff6, 1, 10, 2124, death, 0.001953, 73997519378703, -217.393775, 26
0, 0, 0, 1, 2, 1, 31959.148438, ee76937450f51f2, 0, 6, 2664, wealth, -9.648438, 6643431915, -0.013875, 684454
0, 0, 1, 1, u, 0, -33366.726562, fffffffff5d34c48, 0, 11, 1, stove, -1475.369141, 10669850889, -0.000011, 33809705
0, 1, 0, 0, {, 0, 204250.203125, ffffffc4190c44a4, 0, 1, 709, , 281958.318359, 397416, 0.000029, 349863
1, 1, 0, 0, i, 1, 63.381348, fffffffff69f1d6e, 0, -1, 388, sidewalk, 17556.900391, 398427893034, -0.000000, 3
1, 0, 0, 0, 8, 0, -15595.691406, 15a48550b, 1, 35, 3447, cake, -207.693359, 5356361038, 5.920047, 5050
0, 0, 0, 1, K, 1, 0.046875, 62160a65ef7, 1, -4, 612, pleasure, -118.429688, 6536474, 0.004037, 215
1, 0, 1, 1, l, 0, 359.375488, ffff8445ac68ff12, 0, 6, 5185, , 0.000000, 24741390, -78.843271, 31193
0, 1, 1, 1, #, 1, -28.434082, ffffffffffffffe6, 0, 2, 6, class, 5.000000, 106, 193.639181, 7
0, 1, 1, 0, *, 1, 3.406250, 3faab51f51e4f, 1, -1, 4675, peace, 0.070312, 235649167600, -0.013683, 1659722
1, 0, 1, 1, f, 1, 0.012695, ffffffa34794f00b, 0, 4, 423, quilt, 2097.632812, 478, 0.024788, 30
1, 1, 1, 1, #, 0, -1685.054688, 10088b3, 0, 0, 0, sky, -27851.585938, 1475, 0.000010, 1354866189
0, 1, 0, 0, :, 0, -1.468262, 1c42d3920c8, 1, -3, 20395, coat, 0.431641, 19359475264, -0.000000, 17
0, 1, 1, 0, v, 0, 11.913086, 0, 1, 21, 10, size, 1.451172, 126, 22.174049, 6475282
1, 0, 0, 1, u, 0, -0.199219, 47d4d859d, 1, 3, 303, stick, 0.121094, 35837, 0.000002, 167618802
1, 1, 1, 0, G, 0, -15595.691406, 15a48550b, 1, 19, 9344, cake, -496042.019531, 101747216187213563, 5.920047, 5050
1, 0, 1, 0, &, 1, -0.026367, ffffffe4cb0a44f7, 1, 1, 87, nut, 70.125000, 4043422125182357, 0.000001, 1671
0, 1, 0, 1, G, 1, -0.374512, ffaf2b2090e117ed, 1, 3, 8, insurance, -22263.283203, 47877830309681606, 0.000039, 8947138
1, 1, 0, 1, o, 0, -0.001953, aadaaabb691a50b0, 0, 1, 253, memory, -156.152344, 236373, -0.058951, 783339733
1, 0, 0, 0, F, 1, 0.551270, fffffffffc6492df, 1, 60, 79, oil, 23.644531, 2, 0.000000, 0
1, 1, 0, 0, D, 0, 502.426270, ffffe4b13f76ac22, 1, -1, 494, chess, 0.029297, 10337, 0.109334, 2356603
1, 0, 0, 1, r, 0, -7.670410, 38cb6a18b, 1, -3, 3183, books, 18068.406250, 189285294, -0.000010, 1073993172
1, 1, 1, 1, |, 1, -0.001465, fffffffb248c3b73, 1, 22, 8, dad, 0.011719, 126567689340, -0.000396, 186
1, 1, 1, 1, !, 1, 0.011230, ffffffd87d7498dd, 1, -2, 4, direction, 0.035156, 96829158512076, 0.058248, 6731
0, 1, 0, 1, j, 1, -0.000000, fffffffff665c7b1, 0, -1, 476, , -657.150391, 2387202294, -0.180034, 33809705
1, 1, 1, 1, }, 0, 0.021973, 596, 0, 1, 15, yam, 27.888672, 24741390, 4.062795, 31430
0, 0, 1, 1, ., 0, 13731.798828, f6c55ca38daaf440, 1, -17, 14, sheep, -1210198.273438, 348681, -0.000058, 2
0, 0, 1, 0, 8, 1, 3.278809, 6bd6ec4a92279be, 0, 0, 15, bedroom, 0.005859, 11982779703493, -0.000230, 2
1, 1, 0, 0, F, 1, 1226.770996, 5, 0, 25, 21685, treatment, 877657.697266, 176195503263, -2.863008, 1
0, 0, 0, 0, f, 0, 15.851074, 13d9ef9d5b5413d7, 1, 1, 107, secretary, 33431.345703, 7915079840, -0.000008, 1764297699
0, 0, 1, 1, w, 0, -0.054688, fffffe91f01bbfc6, 0, 24, 52, advice, -0.001953, 3, 20.958801, 3593627
0, 0, 1, 1, Q, 0, -4230.301270, e4, 0, -1, 1, , -1105.914062, 8291254328486, 86.853170, 3
1, 1, 1, 0, Y, 1, 47605.710938, 3, 0, 3, 121, glue, -0.724609, 2009480, -0.861507, 2612194223
1, 0, 1, 1, Y, 0, 0.337402, ffffffffffffe1a7, 0, 0, 1932, , 0.000000, 143896663167763485, 0.000053, 5
0, 1, 1, 0, _, 0, 3.141113, 1232c6c, 0, -5, 1029, glue, -0.003906, 106, -0.237289, 7
1, 1, 0, 0, S, 0, 26.056641, 4b2b9587f572, 1, 2, 15, net, -1.494141, 386052092191908203, -0.013383, 1197486066
0, 0, 0, 0, z, 0, -6.157227, ffffffffffffffff, 0, 6, 144, , -0.001953, 16, -52.705009, 239558553
1, 0, 0, 1, r, 1, -0.048340, 9965ae6b17, 0, 0, 3, owl, 614647.947266, 1162299677, -0.004295, 0
1, 1, 0, 1, S, 0, -0.046875, ffffffffffff1f3e, 1, 50, 121, beam, -0.089844, 45, -0.000041, 138
0, 0, 0, 1, C, 0, 0.000488, ffffffffffffffff, 0, -1, 3673, lock, 148.253906, 872064569, 10.738809, 1061
0, 1, 0, 1, A, 0, -2.700195, fffffffffffa2245, 0, 1, 149, popcorn, -0.058594, 32, 0.000170, 7167043
0, 0, 0, 1, f, 1, 0.012695, ffffffa34794f00b, 1, 4, 423, quilt, -451.839844, 157916, -217.393775, 30
1, 0, 0, 1, 8, 0, 20.365723, fffffffce26f0e7a, 0, 11, 4, grip, -70.738281, 988306017, -0.000021, 228
0, 1, 0, 1, |, 0, 52300.984375, fffffffff6f62723, 1, 41, 109, joke, 11648.162109, 60339938061867381, -0.001681, 13346592
0, 1, 0, 1, |, 1, -381765.375000, fffffffb248c3b73, 0, 22, 11935, dad, 0.011719, 94980817526584, -0.000396, 156
1, 1, 0, 0, M, 0, -42857.632812, fffffffa950d5ba9, 1, -8, 427, sink, -0.023438, 5638317353313206, -0.011591, 424694
0, 1, 0, 0, 2, 0, -1860.026855, fffffffffffffffe, 0, -32, 18, tank, -811.285156, 3221, -28.743174, 805502801
0, 1, 1, 1, y, 0, 0.060547, ffffffffffa7bc53, 1, 0, 10234, addition, 0.080078, 14104389742, -0.000274, 430
1, 1, 0, 1, P, 1, 512313.031250, ffed62e888b67066, 1, 9, 60, sticks, 0.105469, 8, -0.157412, 2455592
1, 0, 1, 1, J, 0, 359.375488, ffff8445ac68ff12, 0, 6, 5185, , 0.400391, 24741390, -78.843271, 31193
0, 1, 1, 1, d, 1, 110699.921875, ffffffffffffffff, 0, -2, 659, bath, -3.970703, 27330, -0.013683, 1659722
0, 0, 0, 0, W, 1, -0.010742, 13d9ef9d5b5413d7, 0, 1, 1289, care, 121180.576172, 31, 0.003034, 1764297699
0, 1, 1, 1, 6, 1, -394334.656250, 151030ffc390, 1, -7, 4, waste, 0.060547, 988861097975900, -0.000000, 1
1, 1, 0, 0, #, 0, 9860.417969, 50f, 1, 0, 61, night, 0.363281, 6, 0.001011, 393243203
1, 1, 0, 0, ?, 0, -0.870117, ffffff1454055666, 0, 0, 25, secretary, 192258.259766, 10139138448, 0.001757, 953
1, 0, 1, 0, &, 1, 3.864258, fffffffffffffe1a, 0, -8, 10, chair, -249.953125, 5174, -0.023118, 38
0, 1, 1, 0, 7, 0, -3.900879, ffffff1454055666, 0, 0, 30589, secretary, 0.136719, 10139138448, -0.000000, 953
0, 0, 1, 0, Y, 0, 0.516602, 91caea7d8e, 0, 0, 5023, glue, -0.724609, 14567, -0.861507, 2296625349
0, 1, 0, 1, #, 0, -1685.054688, 10088b3, 0, 0, 0, sky, -27851.585938, 454, -0.062855, 1354866189
0, 0, 0, 0, {, 1, 63547.269531, ffffffffffecfeeb, 0, 30, 4, impulse, 0.001953, 45451342125875335, -0.101622, 7572456
0, 0, 1, 0, #, 1, 173.888672, fffffffffffffcce, 0, 1, 193, noise, 1.000000, 17098952619572670772, 0.000009, 7167043
1, 1, 0, 0, 6, 0, -0.669434, 323c9c40d88639, 0, -1, 8, plot, -0.001953, 1115046778322439, 0.004456, 3177047
0, 0, 0, 0, x, 1, -36.665039, fffffffffffffffd, 1, 52, 1, learning, 207.736328, 8, 3.684094, 500150
1, 0, 0, 0, Y, 0, 341.889160, 1475a2891e830fb, 0, -31, 2364, pigs, -113.761719, 220696400784754110, 78.978890, 10545
1, 0, 0, 1, i, 1, 0.006348, 864621f9989f, 0, 62, 117, plate, -0.001953, 420323459, -15.288504, 47052
1, 0, 1, 1, 8, 1, -0.674805, 151030ffc390, 1, 0, 3608, cough, 157259.187500, 11982779703493, 0.000001, 2
1, 1, 1, 1, Q, 0, 156952.375000, fffffffffffff85a, 1, -29, 7136, cat, 0.205078, 8230257275550266, 132.432447, 94064
0, 0, 0, 0, I, 0, 4247.907715, ffb2efcaad2d63b8, 0, -11, 26, plants, -1213617.710938, 32348122965871, 0.001955, 3983191
0, 0, 1, 1, ;, 1, 3.772949, 1e82, 1, 1, 11935, effect, 380.302734, 94980817526584, -0.000447, 156
0, 1, 0, 0, g, 0, -519.728027, ffffffffffc24cef, 1, -1, 32224, pets, -0.203125, 802995, 0.000031, 1000352874
1, 0, 1, 0, K, 1, -16.670410, 1f133f922bba17f, 0, 1, 15, , -0.056641, 20972578267222756, -2.235135, 65203
0, 0, 1, 0, y, 0, -0.026367, ffffffe4cb0a44f7, 1, 1, 40, lock, 148.253906, 13942258325, 10.738809, 1061
1, 1, 0, 0, O, 0, 3.973145, ce921b, 0, 8, 1375, juice, -0.001953, 4553800, 0.116231, 14
1, 0, 0, 0, J, 1, 428037.968750, 614dc40f440, 1, 6, 3893, crook, 15.785156, 1019940, 243.453239, 431877
0, 0, 0, 1, ), 1, 31959.148438, fff81f3c1ae9429e, 0, -7, 1427, wealth, -264.595703, 5602275676525276478, -0.013875, 552755
1, 1, 1, 0, e, 1, 0.000977, ffecaba3df21fbb7, 1, -5, 635, silver, -24.464844, 3281807218, -0.017830, 34
0, 0, 0, 1, t, 0, 3.973145, ce921b, 0, -2, 1375, juice, -0.001953, 4553800, 0.116231, 14
1, 0, 0, 0, %, 1, -18133.916016, fffffffffffd7a33, 1, -1, 82, coal, -0.056641, 20972578267222756, -0.000016, 73717
0, 1, 0, 1, u, 1, -1.610352, 1500, 0, 3, 191, seed, -0.023438, 382390479, -0.000621, 987026
1, 1, 0, 1, 6, 0, -0.674805, 151030ffc390, 1, -7, 140, hate, 396840.488281, 143071538933763, 0.000001, 1
