news, edge, error, cent, holiday, shake, hair, snakes, toad, window, space, cemetery, fang, chance, development, spy
0, 1, 0, 0, /, 1, 1.487793, c, 0, -7, 63168, frog, -2.240234, 199, -0.014283, 1
0, 0, 1, 0, !, 1, -0.002930, d1, 1, -68, 62, flight, -0.031250, 6954, 0.007271, 6
0, 0, 0, 1, y, 0, 9420.577148, 0, 0, 11, 38, tree, 19.964844, 17, -26.749943, 64
0, 1, 1, 0, ^, 1, 45.166016, 0, 1, -19, 51, growth, 0.558594, 935, -0.000001, 49
0, 1, 0, 0, ), 1, 9974.021484, 0, 0, 32, 402, iron, -0.001953, 16615, -0.000247, 34
1, 0, 1, 0, 6, 1, 0.000000, d, 0, 1, 11015, purpose, 0.000000, 11542, 0.000335, 101
0, 1, 1, 0, ), 1, 0.000488, 16, 0, -24, 4, cast, -0.001953, 3521, -0.010393, 0
1, 0, 0, 1, -, 0, -0.000977, 1, 1, 0, 15, pest, 2.140625, 250, -0.005879, 27
0, 1, 1, 0, }, 1, 918.156250, f, 1, 3, 34910, quicksand, 0.439453, 109, -1.576256, 2
0, 0, 0, 1, U, 1, -5.060059, 1e, 0, -89, 19, writer, 14.361328, 116, 0.046120, 2
1, 1, 1, 0, =, 0, 178365.187500, 14, 0, 9, 19693, answer, -32.623047, 119, -0.030830, 190
0, 0, 1, 0, %, 0, -371743.718750, e3, 1, 1, 442, mother, -21.779297, 0, -0.000007, 3
0, 1, 0, 1, n, 1, -0.205566, 0, 1, 1, 1152, stem, 6.560547, 6107, 2.596027, 185
0, 1, 0, 1, o, 0, 1.666992, 0, 0, -26, 1, feeling, 0.001953, 93, 0.000000, 4
0, 0, 1, 0, 3, 1, 248495.328125, 36, 0, 5, 3433, brother, -0.001953, 1, -13.408340, 0
1, 0, 1, 1, d, 0, -481908.687500, 0, 1, -2, 2, patch, 0.001953, 31, -0.000113, 7
1, 1, 1, 1, V, 0, -469.234375, 1, 0, 36, 338, wheel, 0.599609, 9225, 0.000290, 4
0, 0, 0, 0, ?, 0, -4.696777, 95, 0, -1, 6, beam, 9.634766, 498, 0.094737, 6
1, 1, 0, 1, @, 1, 0.055664, 25, 1, -2, 12059, cherries, 0.000000, 14385, 0.389088, 25
1, 0, 1, 1, S, 0, -0.703613, 0, 0, -15, 27353, swing, -0.064453, 15, 0.024145, 2
0, 0, 1, 1, |, 0, -0.000977, 74, 0, -3, 9707, bells, -0.013672, 0, -1.996478, 0
1, 0, 1, 1, P, 0, 46.243164, 0, 1, -1, 1, regret, 0.126953, 6422, -1.429200, 0
1, 0, 1, 0, =, 1, -11.636719, 0, 0, 0, 2, profit, -0.001953, 511, -99.148346, 0
1, 1, 0, 1, D, 1, 30.606934, 63, 0, -28, 0, stone, 1.826172, 240, 0.000007, 174
1, 1, 1, 1, }, 1, -5887.717285, 39, 1, -2, 4549, cry, 7.023438, 0, 0.962146, 3
0, 0, 1, 1, 4, 1, 0.062500, 5, 1, -103, 1, bath, -13.507812, 130, 1.355535, 172
1, 1, 0, 1, t, 1, -0.001465, 4, 0, 22, 24, zoo, 5.798828, 1796, 0.002618, 2
0, 1, 0, 0, &, 1, 105.649902, 6, 1, 0, 1682, year, 0.011719, 64, -0.000002, 3
0, 1, 1, 1, S, 1, 0.007324, 0, 1, -1, 1, pleasure, -5.552734, 71, -15.330407, 14
1, 0, 0, 0, B, 0, 3.154785, 5c, 1, -1, 628, winter, 0.042969, 50, -0.570684, 57
0, 1, 1, 1, K, 0, -0.005371, 0, 0, 15, 20, horses, -0.150391, 19832, 1.665740, 1
0, 1, 0, 0, E, 0, -1.569336, 0, 0, -1, 715, string, -39.070312, 1, 9.901211, 2
1, 1, 0, 1, X, 0, -472.259277, ea, 1, -2, 15, hole, -0.439453, 7623, 0.010360, 52
0, 0, 0, 0, 2, 1, 333.834473, f4, 1, -33, 11, low, 62.472656, 0, 6.860468, 5
0, 1, 0, 0, K, 1, 70570.953125, 10, 0, 1, 331, stop, -0.107422, 1032, -0.001795, 149
1, 0, 0, 0, :, 0, 11.160645, 1d, 1, 1, 13, lock, 0.306641, 113, 0.000004, 0
1, 1, 1, 0, u, 0, -6.999512, 3, 1, -32, 6, badge, 0.009766, 3430, 0.001018, 5
0, 0, 0, 0, <, 1, -0.430664, 25, 1, 1, 3, road, -19.472656, 1320, 110.907852, 132
1, 0, 1, 0, ^, 1, -22986.591797, 3b, 1, 2, 2877, rainstorm, 0.000000, 25, -0.044434, 19
1, 1, 0, 1, D, 0, 57833.171875, 7e, 0, 1, 101, passenger, 2.900391, 5216, -2.540824, 230
1, 1, 1, 1, q, 1, -0.000488, 0, 1, -24, 92, dinosaurs, 0.359375, 1094, 7.475070, 10
0, 0, 1, 0, n, 0, 211346.281250, 0, 1, 1, 6, night, 0.353516, 24, -1.424118, 5
1, 0, 1, 1, %, 1, 32229.902344, e3, 1, 24, 3418, point, -0.095703, 97, -0.000311, 37
1, 1, 1, 1, h, 1, -0.005371, 39, 1, -2, 4549, cry, -0.205078, 62, 0.962146, 3
0, 1, 0, 1, L, 1, -0.004883, 0, 0, 3, 118, banana, 0.250000, 2580, 236.869690, 1
1, 0, 1, 0, 6, 0, 0.022949, 21, 1, 1, 2948, wrench, 0.001953, 688, 0.000857, 1
0, 1, 1, 1, w, 0, 0.013672, 56, 0, 0, 20484, women, -0.007812, 0, 0.022246, 62
0, 1, 0, 0, V, 0, 0.000000, 6, 1, -4, 328, basin, 0.601562, 15551, -0.024327, 6
1, 0, 1, 1, B, 1, -5.632324, 68, 1, 1, 4899, haircut, 0.003906, 53, 0.000134, 219
0, 0, 1, 1, >, 1, 0.045410, 35, 0, 0, 1, rose, -1.621094, 227, 0.000000, 1
0, 1, 0, 0, 7, 1, -159843.375000, d6, 0, -1, 1702, battle, 0.255859, 62, -0.000297, 1
0, 0, 0, 1, >, 0, 2.761230, 0, 0, -32, 5, nail, -0.009766, 2355, -0.000000, 0
0, 0, 1, 1, +, 0, 9420.577148, 0, 1, 11, 0, tree, 19.964844, 96, 81.643143, 64
1, 1, 0, 0, #, 1, -0.000000, 2, 1, 32, 40492, event, -0.005859, 0, 0.000003, 59
0, 0, 0, 0, 3, 0, 2247.412598, 0, 1, 0, 6, bells, -2.517578, 2714, -0.000001, 1
0, 0, 1, 0, a, 0, -0.000000, 1d, 1, 3, 11915, unit, -0.013672, 5364, -7.220793, 84
1, 1, 0, 1, J, 0, 0.996094, 0, 1, -43, 940, vegetable, -43.128906, 1439, -1.421632, 86
1, 1, 1, 1, u, 1, -0.000488, 2, 1, -4, 1, letter, -57.408203, 24, -0.000006, 80
1, 1, 0, 0, A, 0, -0.000977, 4, 1, -48, 32625, clocks, -1.003906, 50, 0.006960, 0
0, 1, 1, 0, (, 1, 0.070312, 4, 0, -29, 7590, secretary, 0.919922, 27402, 4.531168, 0
0, 1, 1, 1, C, 1, 0.000488, 5, 1, -100, 2, library, -0.003906, 54, 4.980862, 251
0, 1, 1, 0, e, 1, 7090.279297, e5, 1, -4, 21, goose, -58.445312, 8321, -0.004611, 11
1, 1, 1, 0, Q, 0, 0.201172, 0, 1, 50, 16298, size, -4.027344, 8432, -1.396565, 1
0, 0, 1, 1, +, 0, -0.107910, 0, 0, -13, 53407, fish, -0.005859, 8186, -0.001124, 0
0, 1, 1, 0, :, 1, 25894.601562, 56, 1, -91, 1033, berry, 0.007812, 1, 0.069052, 5
1, 1, 1, 1, c, 1, -76.898926, 0, 1, -1, 36560, hall, 0.003906, 0, -0.000000, 171
1, 0, 0, 1, v, 1, -262.520508, a, 1, -11, 822, play, -0.003906, 428, 0.000000, 240
1, 0, 1, 0, >, 0, 52.197266, ed, 0, -5, 13387, opinion, 0.876953, 760, 0.000000, 121
0, 1, 0, 0, 0, 1, -1092.839355, 59, 1, -4, 35, pan, 0.000000, 31075, 0.000000, 18
1, 1, 0, 0, y, 0, -1.822266, af, 0, 19, 98, monkey, -0.007812, 16304, -24.055716, 188
0, 0, 0, 1, +, 1, 237.498047, 2, 0, 1, 13, plate, -10.578125, 3363, -35.969063, 23
0, 1, 1, 0, ~, 1, 0.000000, c3, 0, -2, 90, wine, -0.001953, 16, 0.118359, 0
1, 0, 1, 0, /, 1, 8143.650391, 6, 1, 2, 11152, ladybug, 4.765625, 271, -0.043359, 222
1, 1, 1, 1, !, 0, -0.002441, 0, 1, -1, 9817, map, 1.531250, 105, 0.003437, 0
0, 0, 1, 1, x, 1, -24.272949, 1, 1, -2, 932, boat, -1.232422, 18, 0.000000, 5
0, 1, 1, 0, J, 1, -12564.934570, 2, 1, -57, 0, alley, -29.023438, 12123, -0.000000, 202
0, 1, 1, 1, N, 1, 128570.195312, 7c, 0, -2, 1104, bikes, -0.003906, 210, 0.000002, 1
0, 0, 0, 1, s, 0, 1285.506348, 2d, 0, 5, 5071, feast, 0.003906, 7570, 0.004737, 107
1, 1, 0, 1, ~, 1, 1.674805, b9, 1, -7, 5, fork, 18.398438, 122, 0.028966, 132
1, 1, 0, 0, #, 0, -0.046387, 0, 1, -35, 44643, father, -0.003906, 23015, 0.000084, 15
1, 1, 1, 1, e, 0, 485.444824, 1, 0, -3, 6844, market, -0.001953, 7, 0.000025, 1
0, 1, 0, 1, 4, 0, 0.000488, 7, 0, -1, 1, knife, 9.541016, 23819, -0.001146, 228
1, 0, 1, 0, ^, 1, -1.049805, 60, 1, -112, 695, throne, 0.017578, 3075, 7.911963, 21
0, 1, 0, 0, O, 0, -2.792969, 5, 1, -14, 6739, fruit, -0.220703, 14, -0.000002, 46
0, 0, 0, 0, 1, 1, 235.739258, 23, 1, 2, 18, clam, 0.011719, 3, -203.713226, 5
1, 1, 0, 0, (, 1, -0.023438, 2e, 1, 1, 1905, flight, 0.031250, 1397, 0.731979, 147
0, 0, 0, 1, E, 0, 53076.828125, 7, 1, 1, 4, thing, 0.125000, 775, -0.012912, 0
1, 1, 0, 0, w, 1, 1583.053711, df, 1, -1, 135, business, -0.001953, 762, -5.023422, 29
1, 1, 0, 0, A, 0, 243.333496, bc, 1, -1, 3515, quilt, -0.001953, 0, 0.024211, 14
0, 0, 1, 0, N, 1, 0.904785, 4, 0, 3, 5, part, 49.142578, 20476, 48.195530, 0
1, 1, 1, 1, _, 1, 0.668457, 15, 1, 5, 2634, size, -0.029297, 10, 0.008355, 3
0, 0, 1, 1, (, 0, -0.000488, 1c, 1, 14, 0, market, -3.339844, 1, 0.007700, 153
1, 0, 1, 0, 7, 0, -1.586426, 15, 0, -2, 8919, join, -62.031250, 34, 0.000004, 24
1, 0, 1, 0, S, 0, -0.073242, 0, 0, -3, 9, slip, 0.000000, 79, -0.000004, 44
1, 1, 0, 1, z, 0, -51.312500, a9, 0, 5, 9633, fish, -0.585938, 1, -0.000000, 5
0, 0, 1, 0, Y, 0, -46.166504, 2, 1, 16, 886, crack, -0.039062, 7, 0.062551, 1
1, 1, 0, 1, F, 1, 1.307129, 0, 1, -3, 177, watch, 10.826172, 7, 0.003289, 16
0, 0, 1, 0, S, 0, -0.027344, 3, 0, -17, 0, start, -0.035156, 15, 27.953844, 123
1, 0, 1, 1, >, 0, -743.315918, 35, 0, 0, 9230, sleep, -0.001953, 1694, 0.000000, 1
1, 0, 0, 0, %, 0, -12087.236328, f1, 1, -50, 330, science, -0.025391, 332, -0.000093, 1
1, 1, 1, 0, ], 1, 0.587402, 2, 0, 30, 56, crook, -0.003906, 55, 0.043855, 225
0, 1, 0, 0, :, 1, 430592.343750, 9, 1, -34, 50, condition, -1.708984, 69, 0.072566, 1
0, 0, 0, 1, -, 1, -13367.234375, 0, 0, 0, 4, feeling, 0.117188, 0, 0.000000, 7
0, 1, 0, 1, &, 0, -0.000488, 35, 0, 45, 1, boat, 7.990234, 2485, 0.000494, 27
1, 0, 1, 1, H, 0, 73261.023438, 15, 1, 0, 1206, legs, -0.029297, 0, -0.002466, 31
0, 0, 0, 1, }, 0, 228633.187500, 8, 1, 21, 1280, passenger, -19.507812, 419, 0.000000, 2
0, 1, 1, 1, +, 1, 9224.662109, 5f, 0, -9, 14603, wool, -0.041016, 2256, -0.071606, 26
0, 0, 0, 0, <, 1, -662.702637, 7, 1, -5, 4376, attention, -0.001953, 19, 119.466019, 18
1, 1, 0, 0, n, 1, -11.624023, 97, 1, 0, 145, dust, 4.015625, 7653, 0.352489, 4
0, 0, 1, 0, i, 0, 0.001953, c, 1, -6, 3, uncle, -0.126953, 4, 1.560410, 0
0, 1, 0, 0, W, 0, -0.002930, 32, 1, 4, 332, front, 11.355469, 11765, 0.206121, 3
0, 1, 0, 0, C, 0, 0.032715, 3, 1, 1, 3607, prose, 1.220703, 21, -0.049423, 74
1, 1, 0, 0, X, 0, -0.001465, 0, 1, -1, 40403, string, 0.025391, 482, 9.901211, 2
0, 1, 1, 0, W, 0, -25.571777, 0, 0, 5, 0, home, -56.162109, 43, 0.079818, 244
0, 0, 1, 1, 9, 0, -49.954590, 4, 0, 0, 50, attack, 16.859375, 13270, -0.000000, 7
1, 1, 0, 0, |, 1, 0.226562, 2e, 0, 1, 1905, brush, -0.240234, 122, -0.000044, 147
0, 1, 0, 1, %, 1, 0.003906, 5d, 0, 11, 59, game, -0.001953, 5, -0.000224, 0
1, 0, 0, 1, f, 0, -1.886230, 6, 0, 26, 356, match, -0.031250, 0, -0.000015, 78
1, 1, 1, 0, B, 1, 464.281738, ca, 1, 0, 54432, paste, 0.000000, 113, 0.001940, 0
0, 0, 1, 0, F, 1, 0.007324, 2, 0, -5, 265, books, -0.029297, 28414, -0.019280, 91
1, 0, 1, 0, b, 0, 1.222656, 2, 0, -3, 7539, ink, 0.185547, 235, -0.988551, 45
0, 0, 0, 0, d, 0, -3.117676, 1d, 1, 1, 31138, motion, -13.865234, 99, 0.005443, 15
1, 0, 1, 0, d, 0, 160971.281250, 4, 1, -29, 28507, store, 30.353516, 5128, -51.801472, 56
0, 0, 0, 0, -, 0, -0.000488, f, 1, 0, 15827, run, -25.101562, 3, 250.708130, 101
0, 1, 1, 1, 4, 1, 0.049805, 3, 0, 50, 11, faucet, -0.005859, 5215, -8.189003, 2
1, 1, 0, 1, h, 1, 9271.373047, 0, 1, -3, 4, lake, 10.826172, 7, 0.004552, 16
1, 1, 1, 1, ~, 0, 0.000977, d7, 0, 1, 3383, business, -0.003906, 4, 0.000000, 68
0, 0, 1, 1, [, 1, -0.011230, 0, 0, 0, 0, dime, -0.001953, 1417, 0.204006, 25
1, 0, 1, 0, z, 0, 0.000000, 16, 0, 55, 84, hat, -1.154297, 11222, -0.000000, 10
0, 0, 0, 1, d, 0, -0.005371, 1, 0, 0, 9, clouds, -0.003906, 31, -0.000000, 12
0, 0, 1, 1, }, 0, -0.015137, 1a, 1, 25, 58, stew, -6.888672, 11661, -0.000862, 0
1, 0, 0, 1, f, 1, 497.034668, 4a, 0, 1, 2, interest, 3.962891, 4818, -0.021915, 1
1, 1, 0, 0, G, 0, -118.074707, c9, 1, -3, 3252, achiever, -3.904297, 9248, 1.147823, 11
1, 1, 0, 0, X, 0, -0.046387, 0, 1, -35, 233, father, -3.683594, 23015, -0.737642, 15
0, 0, 1, 0, J, 1, -0.013672, 0, 0, 0, 7, stick, -0.109375, 318, -0.000000, 1
0, 1, 0, 1, W, 1, 0.000488, 0, 1, -1, 0, thunder, -45.244141, 13, 0.170742, 1
0, 1, 1, 0, 1, 0, -0.000488, da, 1, -4, 0, dogs, -0.021484, 1525, 0.000027, 3
1, 0, 1, 1, o, 0, -0.000488, 19, 0, -17, 22671, rod, 0.003906, 283, -0.000002, 14
0, 1, 0, 0, b, 1, 14195.118164, 3b, 0, -3, 2, glove, -19.162109, 5, -30.333179, 113
1, 0, 1, 0, u, 1, -127215.796875, 2, 0, -1, 1306, father, 0.003906, 51, -0.025491, 0
0, 0, 1, 1, U, 1, 13.464355, e, 1, -5, 0, soda, -0.033203, 3404, 0.003222, 19
0, 0, 0, 1, _, 1, 0.000977, 78, 0, -1, 19, activity, 35.832031, 1, -0.000000, 7
1, 1, 0, 0, L, 1, -0.000977, 4, 1, -48, 47, beam, 0.003906, 28025, -0.014392, 0
1, 0, 1, 0, U, 0, 0.001953, 4, 1, -1, 4204, learning, 0.113281, 14, 5.513334, 1
0, 0, 0, 1, ], 0, -0.000488, 5, 0, 5, 10, achiever, -0.933594, 29289, -0.000070, 22
1, 1, 1, 1, 0, 1, -79.778809, 34, 0, -7, 560, twig, 38.947266, 2, 0.000000, 87
0, 0, 0, 0, {, 0, -848.832031, 70, 0, 1, 30, insect, -0.562500, 24781, 0.000790, 48
0, 0, 1, 0, 3, 1, 248495.328125, 36, 0, 5, 0, brother, 0.001953, 7, 0.000000, 0
0, 1, 1, 0, >, 0, 3058.491211, 0, 0, -2, 2, beds, -7.402344, 2784, -0.113978, 14
1, 1, 0, 0, ?, 0, -96.051758, c, 0, -20, 227, sister, -0.013672, 0, 0.006465, 32
0, 1, 0, 0, e, 0, 0.000000, d4, 0, 0, 419, light, 0.019531, 3, 0.007523, 26
0, 0, 0, 0, y, 1, -0.002930, d1, 0, -68, 1676, belief, -7.318359, 15682, 0.007271, 6
0, 0, 0, 1, K, 1, -0.095703, 38, 1, -38, 214, hole, 27.185547, 132, 0.000180, 2
1, 0, 0, 0, h, 0, 0.002441, 0, 1, 6, 7, hand, -2.867188, 41, 3.040731, 1
1, 0, 0, 1, U, 1, -1.970703, e3, 0, -36, 9424, bushes, 0.332031, 3359, 0.000000, 4
0, 1, 1, 0, 7, 1, 23864.343750, 3, 0, -2, 1366, humor, -0.025391, 2793, 0.000012, 223
0, 1, 1, 1, &, 0, -111.922852, 0, 1, -2, 9976, hot, -0.140625, 3738, 0.000009, 1
0, 0, 0, 1, t, 0, 106417.851562, 7, 1, -6, 334, heart, -0.238281, 11392, -0.000000, 69
0, 1, 1, 1, 2, 0, -0.001953, 4, 0, -2, 1, activity, -0.126953, 0, 12.229113, 35
1, 0, 1, 1, 5, 0, -7173.750977, 6, 1, -2, 1, part, -2.378906, 4, 28.512472, 56
0, 1, 1, 1, S, 0, 362469.000000, 0, 0, 107, 65, bean, -0.013672, 1862, -39.202385, 14
0, 1, 1, 1, k, 1, 2.489746, 54, 0, 5, 45990, trade, 0.263672, 10, -212.235474, 1
1, 0, 1, 1, 0, 0, -0.374512, b3, 1, -2, 6334, sea, -3.773438, 407, -0.000281, 1
0, 0, 0, 0, E, 0, 0.008301, 0, 0, -18, 463, thing, -0.013672, 11, 57.985245, 4
1, 1, 0, 0, *, 0, -38960.500000, a4, 1, 0, 3, stranger, 0.017578, 2083, 0.001846, 156
1, 1, 0, 0, 9, 1, 0.046875, 1, 0, -45, 102, jelly, -13.664062, 12351, 62.195873, 126
0, 1, 1, 1, J, 0, -12.430176, e, 1, 20, 14, popcorn, 1.800781, 825, 0.330616, 11
1, 1, 0, 1, (, 0, 0.022949, 7, 0, 3, 28, degree, 0.015625, 11, -0.000038, 16
0, 1, 1, 1, 7, 1, 0.054199, 7d, 0, 29, 466, range, 0.458984, 13429, -0.000000, 161
0, 0, 1, 0, S, 1, 0.182617, 1f, 0, -1, 24, bulb, -0.001953, 90, 0.000185, 29
0, 0, 0, 0, i, 1, -0.442871, 0, 0, -7, 34, plastic, 1.111328, 44, -0.000077, 27
0, 1, 0, 1, 8, 0, 409.056152, 3, 1, 6, 12, reaction, 4.943359, 10, 0.000118, 12
1, 1, 1, 0, O, 1, -0.001953, 9b, 0, 3, 46, bucket, -0.667969, 2206, 0.000210, 8
0, 0, 0, 0, 8, 1, -0.405762, 3, 0, 43, 1, mask, -18.283203, 405, 77.625648, 151
0, 1, 1, 1, U, 1, 0.003906, 5d, 0, 11, 1011, game, -0.044922, 2437, -0.000224, 0
1, 0, 0, 1, ~, 0, 0.007324, 0, 0, -2, 950, wing, -0.007812, 425, -0.000003, 243
0, 1, 0, 0, j, 0, 0.214844, 0, 0, -1, 1729, grain, -0.087891, 1, -96.779785, 5
1, 0, 0, 0, U, 0, 41183.972656, 2, 1, -75, 1, downtown, -0.001953, 3, -2.421107, 26
1, 1, 0, 1, k, 0, -264.724121, 1, 0, -53, 3, thumb, 3.136719, 5009, -0.078254, 4
1, 1, 0, 1, l, 0, 0.000488, 1, 0, -3, 11102, deer, -1.000000, 0, 4.797287, 0
1, 0, 1, 0, _, 1, -11.636719, 0, 0, 0, 252, profit, -0.023438, 7065, -99.148346, 0
1, 0, 1, 1, <, 1, 1122.952148, 8, 1, -93, 6, scale, 0.005859, 7440, -0.088737, 31
0, 1, 1, 0, E, 0, -0.000977, 1b, 0, 0, 205, trail, 1.574219, 1, 0.000007, 0
0, 0, 1, 1, ?, 0, -13.759766, 3, 0, -15, 102, crow, 0.000000, 326, -0.000728, 23
0, 0, 0, 1, ., 1, 1520.090332, 0, 1, 0, 229, texture, 0.000000, 0, -0.000002, 4
0, 1, 0, 0, K, 1, -0.002441, 0, 1, 0, 0, tongue, -0.052734, 1276, -1.667474, 0
0, 0, 1, 1, A, 0, -0.000977, 9a, 0, 0, 405, horn, -0.001953, 1083, -0.395125, 10
1, 1, 0, 1, L, 0, 0.117676, 0, 0, -16, 48, yak, -52.673828, 6, 0.001831, 6
1, 1, 0, 0, (, 1, 33.298828, 2c, 1, -3, 5784, feast, -0.003906, 18049, 0.000021, 24
0, 0, 0, 0, /, 0, 0.000488, 7e, 0, -2, 1, crate, 1.722656, 3756, -0.000142, 0
1, 1, 1, 0, 1, 1, -0.002930, 0, 1, -1, 3219, ship, 3.355469, 31, -0.012588, 5
0, 0, 0, 0, q, 0, 17.380371, d, 0, 1, 30, faucet, -0.771484, 6587, 0.000002, 15
1, 0, 1, 0, m, 1, 1.366699, f4, 1, -33, 5987, cars, 62.472656, 0, -0.000018, 5
0, 0, 1, 0, 7, 1, 108.046387, f5, 1, 44, 933, slope, -14.261719, 1, 0.000000, 179
1, 1, 0, 1, G, 1, -43314.539062, 17, 0, 10, 17, rings, 5.851562, 1626, -0.000748, 7
1, 1, 0, 1, =, 0, 4770.045898, 92, 1, 55, 2424, alley, 0.015625, 7107, 0.000001, 1
1, 0, 1, 1, 1, 1, -18270.832031, d, 0, 39, 1009, trade, -0.003906, 1756, -0.000001, 29
0, 0, 1, 0, S, 0, -0.027344, 3, 0, -17, 0, start, 5.406250, 15, 27.953844, 123
0, 1, 1, 0, k, 0, 58.660156, 52, 0, 25, 48, friend, 0.070312, 529, -0.000004, 4
1, 1, 1, 1, j, 1, -0.014160, 21, 0, 16, 0, cloud, -5.273438, 198, 0.068620, 2
1, 1, 0, 0, U, 0, -0.000488, 9b, 1, 3, 6735, skate, 5.187500, 0, -0.024452, 8
1, 1, 1, 0, i, 0, -0.000488, 15, 1, 12, 1523, time, 26.781250, 1, -0.000005, 1
1, 1, 1, 1, k, 1, -0.833496, 1, 0, -106, 2, trick, 0.294922, 2315, -1.037617, 68
0, 0, 0, 0, s, 0, -83.951660, 0, 0, -30, 51, leather, 21.804688, 3, 231.430832, 88
1, 0, 0, 0, Q, 1, -0.002930, d1, 1, -68, 1, clock, 11.634766, 15682, 0.059997, 6
1, 1, 1, 1, O, 1, -2719.156738, ea, 0, -2, 1, hole, 6.117188, 7623, 0.010360, 52
0, 1, 1, 0, 7, 1, -8113.403320, 15, 1, 9, 7171, aftermath, -0.011719, 7300, 0.193882, 0
1, 1, 0, 1, ], 0, -0.152832, 0, 0, -4, 18681, sidewalk, 0.595703, 32054, 3.693089, 32
0, 1, 0, 0, 6, 0, 634.904785, c1, 1, 10, 8, ornament, 0.203125, 0, -2.616601, 1
1, 0, 0, 0, Q, 1, -207.270508, 0, 1, 1, 920, apparatus, -1.103516, 34, 0.001011, 0
0, 0, 1, 1, ., 1, -7173.750977, 6, 1, -2, 6992, part, 0.443359, 22, -0.000000, 56
0, 0, 1, 0, ~, 0, -0.000488, 6, 0, -1, 170, stamp, 0.035156, 7657, 0.000009, 4
0, 0, 0, 1, _, 1, 0.000977, 78, 1, -1, 1907, activity, 35.832031, 585, -0.000000, 7
0, 0, 0, 0, q, 0, 0.229492, 0, 0, 14, 1881, stove, 0.072266, 3466, -0.004416, 136
1, 0, 0, 0, r, 1, -53.428223, 32, 0, 5, 194, soup, 0.025391, 1, -0.003355, 57
0, 0, 0, 1, c, 1, -0.023438, 9, 0, 63, 10813, lake, -15.339844, 0, 0.004552, 18
0, 0, 1, 1, ], 0, 0.225098, 0, 1, 46, 3890, women, 0.025391, 11468, 0.775187, 0
0, 1, 0, 0, =, 0, 0.179199, 0, 0, -3, 1, stranger, 0.416016, 5, -0.000003, 90
0, 1, 1, 0, _, 1, -11573.221680, 9b, 0, 3, 239, school, -0.031250, 5828, -0.033842, 8
1, 0, 0, 0, H, 0, 498845.843750, 26, 0, -1, 0, science, -0.015625, 2537, 0.000000, 3
0, 0, 0, 0, t, 0, -0.007812, 52, 1, 17, 3218, bear, 0.666016, 15749, -0.026487, 120
0, 1, 0, 0, Y, 1, -278.224121, 6, 0, 22, 7, drain, -0.001953, 73, 23.125870, 7
1, 0, 1, 0, F, 0, 76279.359375, 7b, 1, -116, 297, back, -32.970703, 3, 0.000000, 8
0, 1, 1, 0, K, 1, -0.002441, 0, 1, 0, 2510, tongue, -0.052734, 1276, -32.836391, 0
1, 0, 0, 0, p, 1, 3.322266, 34, 0, -1, 462, insurance, -0.974609, 126, 0.000186, 0
0, 1, 0, 1, %, 1, -24.057617, 40, 0, -1, 369, existence, 0.003906, 514, 0.094829, 1
0, 0, 1, 1, c, 1, 166.746094, 1, 1, -1, 11, frogs, 0.560547, 12839, -0.008280, 43
0, 1, 0, 1, %, 0, 233328.265625, 1, 0, -7, 12, payment, 0.000000, 9968, 0.002589, 1
1, 1, 1, 0, Z, 0, -9.580078, 3, 0, -1, 3, flavor, 0.011719, 688, -0.000313, 3
0, 0, 1, 1, ., 0, 1520.090332, 0, 0, 0, 1, mouth, -18.283203, 227, -67.794273, 4
0, 1, 1, 0, 4, 0, -60.916016, 1b, 0, -12, 103, man, 0.005859, 6, 0.003774, 117
0, 0, 0, 1, Y, 0, -0.001465, 1d, 1, 2, 160, harmony, -18.216797, 25, 0.333824, 1
0, 1, 1, 0, s, 1, -8113.403320, 15, 0, 9, 12, aftermath, 0.173828, 53, 0.193882, 0
0, 1, 0, 0, $, 0, -1.787598, 2e, 1, -2, 2170, bell, -14.976562, 909, -0.001478, 28
1, 0, 0, 0, 8, 1, -4310.291992, e7, 0, 115, 3199, frame, -4.351562, 18, -0.001589, 0
0, 1, 0, 1, y, 1, -120.377930, 0, 0, 3, 95, fold, -21.130859, 6175, -0.000004, 1
1, 0, 1, 1, %, 0, 17.408691, 30, 1, 99, 8, cellar, -0.001953, 7080, 0.000003, 53
0, 0, 0, 1, n, 0, 7.465820, 0, 0, -2, 117, limit, -0.017578, 1, 0.000070, 18
1, 0, 1, 0, q, 0, -0.004395, 1d, 0, 0, 355, language, 0.000000, 7131, -0.005803, 0
1, 1, 1, 0, >, 0, -1270.833496, 18, 0, -12, 1869, tray, -0.052734, 457, -0.000001, 5
1, 1, 0, 0, r, 0, 935.568848, 0, 1, -4, 7, bun, -0.001953, 0, -0.000834, 1
0, 0, 0, 1, F, 0, -481908.687500, 0, 1, -2, 3, patch, 0.001953, 430, -0.000000, 7
1, 0, 1, 1, B, 0, -5.632324, 68, 0, 1, 6835, ink, -0.003906, 1939, -49.318665, 219
1, 0, 1, 1, 1, 0, -0.703613, 0, 0, -15, 27353, swing, -0.064453, 15, 0.024145, 2
1, 0, 1, 1, e, 1, 168037.468750, 16, 0, 0, 997, zoo, 0.509766, 12, 0.000002, 99
1, 0, 1, 1, }, 0, 0.002930, 1, 1, -2, 5, ticket, -1.849609, 18, 15.185519, 1
1, 1, 1, 0, o, 0, -118.074707, c9, 1, -3, 3252, achiever, -0.001953, 9248, -0.000019, 11
